artist_input,wikidata_uri,label,country,country_lat,country_lon,birth,birth_place,birth_lat,birth_lon,death,death_place
Lia Menna Barreto,http://www.wikidata.org/entity/Q6539388,Lia Menna Barreto,Brasil,-14.0,-53.0,1959-01-01T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,,
Lidia Vertinskaya,,,,,,,,,,,
Lila Gonzales Lagrotta,,,,,,,,,,,
Liliane Soffer,,,,,,,,,,,
Lilly Michael,,,,,,,,,,,
Lino Dinetto,http://www.wikidata.org/entity/Q1826945,Lino Dinetto,Itália,42.5,12.5,1927-09-01T00:00:00Z,Este,45.233334,11.666667,,
Lisa Ficker Hoffmann,,,,,,,,,,,
Lorenzo Bruno,http://www.wikidata.org/entity/Q3836894,Lorenzo Bruno,Reino da Itália,41.9,12.5,1821-07-21T00:00:00Z,Murazzano,44.47333,8.019444,1900-03-04T00:00:00Z,Turim
Lorenzo Viani,http://www.wikidata.org/entity/Q3837108,Lorenzo Viani,Reino da Itália,41.9,12.5,1882-11-01T00:00:00Z,Viareggio,43.86724,10.250606,1936-11-02T00:00:00Z,Lido di Ostia
Lothar Charoux,http://www.wikidata.org/entity/Q28703942,Lothar Charoux,Brasil,-14.0,-53.0,1912-02-05T00:00:00Z,Viena,48.208332,16.3725,1987-02-23T00:00:00Z,São Paulo
"Louis Bec , Michel Bertrand , Max Charvolen , Hervé Fischer , Giner , Christian Jaccard , Patrick Jude , Jean-Michel Meurice , Michel Vachey , Textruction",,,,,,,,,,,
Louis Clesse,http://www.wikidata.org/entity/Q2179242,Louis Liévin Théophile Clesse,Bélgica,50.64111,4.6680555,1889-06-15T00:00:00Z,Ixelles,50.833057,4.3669443,1961-02-09T00:00:00Z,Ixelles
Louis Schanker,http://www.wikidata.org/entity/Q6688131,Louis Schanker,Estados Unidos,39.828175,-98.5795,1903-07-20T00:00:00Z,Nova Iorque,40.712776,-74.00611,1981-01-01T00:00:00Z,Nova Iorque
Louis Van Lint,http://www.wikidata.org/entity/Q549526,Louis van Lint,Bélgica,50.64111,4.6680555,1909-12-25T00:00:00Z,Saint-Josse-ten-Noode,50.850834,4.369167,1986-12-27T00:00:00Z,Bruxelas
Louise Bourgeois,http://www.wikidata.org/entity/Q159409,Louise Bourgeois,França,47.0,2.0,1911-12-25T00:00:00Z,6.º arrondissement de Paris,48.85053,2.3322334,2010-05-31T00:00:00Z,Beth Israel Medical Center
Louise Krueger,,,,,,,,,,,
Lourdes Cedran,,,,,,,,,,,
Lourdes Donato Bonaldi,,,,,,,,,,,
Luciano Gregory,,,,,,,,,,,
Luciano Minguzzi,http://www.wikidata.org/entity/Q314669,Luciano Minguzzi,Reino da Itália,41.9,12.5,1911-05-24T00:00:00Z,Bolonha,44.49389,11.342778,2004-05-30T00:00:00Z,Milão
Lucio Fontana,http://www.wikidata.org/entity/Q312392,Lucio Fontana,Reino da Itália,41.9,12.5,1899-02-19T00:00:00Z,Rosário,-32.9575,-60.639446,1968-09-07T00:00:00Z,Comabbio
Lucy Citti Ferreira,http://www.wikidata.org/entity/Q10320391,Lucy Citti Ferreira,Brasil,-14.0,-53.0,1911-05-06T00:00:00Z,São Paulo,-23.550394,-46.633945,2008-11-17T00:00:00Z,14.º arrondissement de Paris
Luigi Zanotto,,,,,,,,,,,
Luis A. Solari,,,,,,,,,,,
Luis Fernando Benedit,http://www.wikidata.org/entity/Q9024950,Luis Benedit,Argentina,-34.0,-64.0,1937-07-12T00:00:00Z,Buenos Aires,-34.599724,-58.381943,2011-04-12T00:00:00Z,Buenos Aires
Luis López Loza,http://www.wikidata.org/entity/Q5983822,Luis López Loza,México,23.0,-102.0,1939-08-25T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Luis Martinez Pedro,,,,,,,,,,,
Luis Mazzey,http://www.wikidata.org/entity/Q42382941,Luis Mazzey,Uruguai,-33.0,-56.0,1895-08-15T00:00:00Z,Montevidéu,-34.90592,-56.19131,1982-10-03T00:00:00Z,
Luis Pazos,http://www.wikidata.org/entity/Q5984153,Luis Pazos,Argentina,-34.0,-64.0,1940-01-01T00:00:00Z,La Plata,-34.933334,-57.95,2023-07-31T00:00:00Z,
Luis Ricaurte,http://www.wikidata.org/entity/Q59278311,Luis Ricaurte,Colômbia,4.0,-73.25,1964-01-01T00:00:00Z,Pasto,1.21,-77.27472,,
Luiz Alphonsus,http://www.wikidata.org/entity/Q30937188,Luiz Alphonsus,Brasil,-14.0,-53.0,1948-03-09T00:00:00Z,Belo Horizonte,-19.928055,-43.941944,,
Luiz Barth,,,,,,,,,,,
Luiz Braga,http://www.wikidata.org/entity/Q99493098,Luiz Braga,Brasil,-14.0,-53.0,1956-01-01T00:00:00Z,Belém,-1.4558333,-48.503887,,
Luiz Hermano,http://www.wikidata.org/entity/Q42978521,Luiz Hermano,Brasil,-14.0,-53.0,1954-08-07T00:00:00Z,Fortaleza,-3.7275,-38.5275,,
Luiz Martins,http://www.wikidata.org/entity/Q20679482,Luiz Martins,Brasil,-14.0,-53.0,1914-07-29T00:00:00Z,São Paulo,-23.550394,-46.633945,1998-05-03T00:00:00Z,
Luiz Sacilotto,,,,,,,,,,,
Luiz Ventura,,,,,,,,,,,
Luís Camargo,http://www.wikidata.org/entity/Q109982629,Luís Camargo,Brasil,-14.0,-53.0,1954-09-23T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Lydia Okumura,http://www.wikidata.org/entity/Q80862836,Lydia Okumura,Brasil,-14.0,-53.0,1948-01-01T00:00:00Z,Osvaldo Cruz,-21.796667,-50.878613,,
Lygia Arcuri Eluf,,,,,,,,,,,
Lygia Clark,http://www.wikidata.org/entity/Q1791520,Lygia Clark,Brasil,-14.0,-53.0,1920-09-23T00:00:00Z,Belo Horizonte,-19.928055,-43.941944,1988-04-25T00:00:00Z,Rio de Janeiro
Lygia Pape,http://www.wikidata.org/entity/Q3773732,Lygia Pape,Brasil,-14.0,-53.0,1927-04-07T00:00:00Z,Nova Friburgo,-22.281944,-42.530834,2004-05-03T00:00:00Z,Rio de Janeiro
Lygia Reinach,http://www.wikidata.org/entity/Q47456282,Lygia Reinach,Brasil,-14.0,-53.0,1933-01-01T00:00:00Z,Dois Córregos,-22.366112,-48.38028,2025-01-01T00:00:00Z,
Lênio,,,,,,,,,,,
Lívio Abramo,,,,,,,,,,,
Lúcia Castanho,,,,,,,,,,,
Lúcia Ferreira,,,,,,,,,,,
Lúcia Fleury,,,,,,,,,,,
Lúcia Suanê,,,,,,,,,,,
Macaparana,,,,,,,,,,,
Maciej Antoni Babinski,,,,,,,,,,,
Malu Fatoreli,,,,,,,,,,,
Manabu Mabe,http://www.wikidata.org/entity/Q3274337,Manabu Mabe,Brasil,-14.0,-53.0,1924-09-14T00:00:00Z,Kumamoto,32.789722,130.7414,1997-09-22T00:00:00Z,São Paulo
Mane-Katz,http://www.wikidata.org/entity/Q2660766,Mané-Katz,Israel,31.0,35.0,1894-06-05T00:00:00Z,Kremenchuk,49.063057,33.40389,1962-09-08T00:00:00Z,Tel Aviv
Manezinho Araújo,http://www.wikidata.org/entity/Q10323595,Manezinho Araújo,Brasil,-14.0,-53.0,1910-09-27T00:00:00Z,Cabo de Santo Agostinho,-8.286944,-35.035,1993-05-23T00:00:00Z,São Paulo
Manoel Martins,,,,,,,,,,,
Manoel Veiga,,,,,,,,,,,
Manuel Cargaleiro,http://www.wikidata.org/entity/Q6752488,Manuel Cargaleiro,Portugal,38.7,-9.183333,1927-03-16T00:00:00Z,Vila Velha de Ródão,39.65,-7.6666665,2024-06-30T00:00:00Z,Castelo Branco
Manuel Casimiro,http://www.wikidata.org/entity/Q3286782,Manuel Casimiro,Portugal,38.7,-9.183333,1941-01-01T00:00:00Z,Porto,41.15,-8.610833,,
Manuel Felguérez,http://www.wikidata.org/entity/Q1426480,Manuel Felguérez,México,23.0,-102.0,1928-12-12T00:00:00Z,Valparaíso,22.77,-103.57056,2020-06-08T00:00:00Z,Cidade do México
Marc Chagall,http://www.wikidata.org/entity/Q93284,Marc Chagall,Rússia bolchevique,52.0,69.0,1887-07-06T00:00:00Z,Liozna,55.02611,30.794722,1985-03-28T00:00:00Z,Saint-Paul-de-Vence
Marcel Fiorini,http://www.wikidata.org/entity/Q3288946,Marcel Fiorini,França,47.0,2.0,1922-02-23T00:00:00Z,Guelma,36.461945,7.425833,2008-01-16T00:00:00Z,Bois-le-Roi
Marcela Tiboni,,,,,,,,,,,
Marcello Mascherini,http://www.wikidata.org/entity/Q1702444,Marcello Mascherini,Reino da Itália,41.9,12.5,1906-09-14T00:00:00Z,Udine,46.066666,13.233334,1983-02-19T00:00:00Z,Pádua
Marcello Nitsche,http://www.wikidata.org/entity/Q10325032,Marcello Nitsche,Brasil,-14.0,-53.0,1942-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,2017-03-12T00:00:00Z,
Marcelo Bonevardi,http://www.wikidata.org/entity/Q6756509,Marcelo Bonevardi,Argentina,-34.0,-64.0,1929-05-13T00:00:00Z,Buenos Aires,-34.599724,-58.381943,1994-01-01T00:00:00Z,
Marcelo Cipis,,,,,,,,,,,
Marcelo Grassmann,http://www.wikidata.org/entity/Q6756564,Marcelo Grassmann,Brasil,-14.0,-53.0,1925-09-23T00:00:00Z,São Simão,-21.47889,-47.550835,2013-06-21T00:00:00Z,São Paulo
Marcelo Moscheta,,,,,,,,,,,
Marcelo Silveira,http://www.wikidata.org/entity/Q47456220,Marcelo Silveira,Brasil,-14.0,-53.0,1962-11-20T00:00:00Z,Gravatá,-8.200833,-35.565,,
Marcelo Zocchio,,,,,,,,,,,
Marcia Schvartz,http://www.wikidata.org/entity/Q21003625,Marcia Schvartz,Argentina,-34.0,-64.0,1955-03-24T00:00:00Z,Buenos Aires,-34.599724,-58.381943,,
Marcio Banfi,,,,,,,,,,,
Marco Lodola,http://www.wikidata.org/entity/Q2697107,Marco Lodola,Itália,42.5,12.5,1955-01-01T00:00:00Z,Dorno,45.15,8.95,,
Marco do Valle,,,,,,,,,,,
Marcos Chaves,http://www.wikidata.org/entity/Q30938548,Marcos Chaves,Brasil,-14.0,-53.0,1961-01-18T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,,
Marcos Coelho Benjamin,,,,,,,,,,,
Marcus André,,,,,,,,,,,
Marepe,http://www.wikidata.org/entity/Q4281320,Marepe,Brasil,-14.0,-53.0,1970-01-01T00:00:00Z,Santo Antônio de Jesus,-12.969189,-39.26108,,
Maria Bonomi,http://www.wikidata.org/entity/Q10325755,Maria Bonomi,Brasil,-14.0,-53.0,1935-07-08T00:00:00Z,Novara,45.45,8.616667,,
Maria Carmen,,,,,,,,,,,
Maria Cecília Manuel Gismondi,,,,,,,,,,,
Maria Célia Andrade,,,,,,,,,,,
Maria Helena Andrés,http://www.wikidata.org/entity/Q10325877,Maria Helena Andrés,Brasil,-14.0,-53.0,1922-01-01T00:00:00Z,Belo Horizonte,-19.928055,-43.941944,,
Maria Irene Ribeiro,http://www.wikidata.org/entity/Q113125750,Maria Irene Ribeiro,Portugal,38.7,-9.183333,1949-01-01T00:00:00Z,Braga,41.533333,-8.416667,,
Maria Leonor Decourt,,,,,,,,,,,
Maria Leontina,,,,,,,,,,,
Maria Luisa Pacheco,,,,,,,,,,,
Maria Lídia Magliani,http://www.wikidata.org/entity/Q23892686,Maria Lídia Magliani,Brasil,-14.0,-53.0,1946-01-01T00:00:00Z,Pelotas,-31.771944,-52.342777,2012-01-01T00:00:00Z,Rio de Janeiro
Maria Polo,,,,,,,,,,,
Maria Tomaselli,http://www.wikidata.org/entity/Q10326106,Maria Tomaselli,Brasil,-14.0,-53.0,1941-01-01T00:00:00Z,Innsbruck,47.268333,11.393333,,
Mariana Manhães,,,,,,,,,,,
Marianne Peretti,http://www.wikidata.org/entity/Q6762264,Marianne Peretti,Brasil,-14.0,-53.0,1927-12-13T00:00:00Z,Paris,48.856667,2.3522222,2022-04-25T00:00:00Z,Recife
Marilyn Diggs,,,,,,,,,,,
Marina Abramovic,,,,,,,,,,,
Marina Duarte Barthold,,,,,,,,,,,
Marina Nuñez del Prado,,,,,,,,,,,
Mario Ballocco,http://www.wikidata.org/entity/Q16576252,Mario Ballocco,Reino da Itália,41.9,12.5,1913-06-24T00:00:00Z,Milão,45.466946,9.19,2008-10-25T00:00:00Z,Milão
Mario Cravo Neto,,,,,,,,,,,
Mario Faustinelli,http://www.wikidata.org/entity/Q3293423,Mario Faustinelli,Reino da Itália,41.9,12.5,1924-11-08T00:00:00Z,Veneza,45.439724,12.331944,2006-07-31T00:00:00Z,Milão
Mario Mafai,http://www.wikidata.org/entity/Q1898902,Mario Mafai,Reino da Itália,41.9,12.5,1902-02-12T00:00:00Z,Roma,41.893055,12.482778,1965-03-31T00:00:00Z,Roma
Mario Sironi,http://www.wikidata.org/entity/Q643778,Mario Sironi,Reino da Itália,41.9,12.5,1885-05-12T00:00:00Z,Sassari,40.726665,8.559167,1961-08-13T00:00:00Z,Milão
Mario Toral,http://www.wikidata.org/entity/Q5999094,Mario Toral,Chile,-33.0,-71.0,1934-02-12T00:00:00Z,Santiago,-33.4375,-70.65,,
Marisa Boullosa,http://www.wikidata.org/entity/Q59491550,Marisa Boullosa,México,23.0,-102.0,1961-01-01T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Marita Crespi,,,,,,,,,,,
Marquês de Sá,,,,,,,,,,,
Marta Colvin,http://www.wikidata.org/entity/Q578443,Marta Colvin,Chile,-33.0,-71.0,1907-06-22T00:00:00Z,Chillán,-36.6067,-72.1033,1995-10-27T00:00:00Z,Santiago
Marta Minujín,http://www.wikidata.org/entity/Q6774151,Marta Minujín,Argentina,-34.0,-64.0,1943-01-30T00:00:00Z,Buenos Aires,-34.599724,-58.381943,,
Marta Peluffo,,,,,,,,,,,
Martin Puryear,http://www.wikidata.org/entity/Q6776418,Martin Puryear,Estados Unidos,39.828175,-98.5795,1941-05-23T00:00:00Z,"Washington, D.C.",38.895,-77.03667,,
Mary Carmen Bosque,,,,,,,,,,,
Mary Vieira,http://www.wikidata.org/entity/Q6780886,Mary Vieira,Brasil,-14.0,-53.0,1927-07-30T00:00:00Z,São Paulo,-23.550394,-46.633945,2001-02-24T00:00:00Z,Basileia
Masao Kodama,,,,,,,,,,,
Massimo Campigli,http://www.wikidata.org/entity/Q470359,Massimo Campigli,Reino da Itália,41.9,12.5,1895-07-04T00:00:00Z,Berlim,52.516666,13.383333,1971-05-31T00:00:00Z,Saint-Tropez
Massuo Nakakubo,,,,,,,,,,,
Masushiro Kubota,,,,,,,,,,,
Matti Kulmala,http://www.wikidata.org/entity/Q16980920,Matti Kulmala,Finlândia,65.0,27.0,1946-01-13T00:00:00Z,Messukylä,61.48528,23.844723,2022-12-23T00:00:00Z,
Mattia Moreni,http://www.wikidata.org/entity/Q872468,Mattia Moreni,Reino da Itália,41.9,12.5,1920-11-12T00:00:00Z,Pavia,45.18528,9.155,1999-03-29T00:00:00Z,Brisighella
Maureen Bisilliat,http://www.wikidata.org/entity/Q10327528,Maureen Bisilliat,Brasil,-14.0,-53.0,1931-02-16T00:00:00Z,Englefield Green,51.4301,-0.5699,,
Mauro Kleiman,,,,,,,,,,,
Maurício Bentes,http://www.wikidata.org/entity/Q47456259,Maurício Bentes,Brasil,-14.0,-53.0,1958-12-20T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,2003-12-24T00:00:00Z,Rio de Janeiro
Maurício Fridman,,,,,,,,,,,
Maurício Nogueira Lima,http://www.wikidata.org/entity/Q28662757,Maurício Nogueira Lima,Brasil,-14.0,-53.0,1930-04-21T00:00:00Z,Recife,-8.053889,-34.880833,1999-04-01T00:00:00Z,Campinas
Max Bill,http://www.wikidata.org/entity/Q123454,Max Bill,Suíça,46.79856,8.231973,1908-12-22T00:00:00Z,Winterthur,47.4992,8.72671,1994-12-09T00:00:00Z,Berlim
Megumi Yuasa,http://www.wikidata.org/entity/Q47456247,Megumi Yuasa,Brasil,-14.0,-53.0,1938-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Mel Bochner,http://www.wikidata.org/entity/Q1485390,Mel Bochner,Estados Unidos,39.828175,-98.5795,1940-08-23T00:00:00Z,Pittsburgh,40.441666,-80.0,2025-02-12T00:00:00Z,Nova Iorque
Michael Ayrton,http://www.wikidata.org/entity/Q2739689,Michael Ayrton,Reino Unido,54.6,-2.0,1921-02-20T00:00:00Z,St Pancras,51.5262,-0.1178,1975-11-17T00:00:00Z,Londres
Michael Rothenstein,http://www.wikidata.org/entity/Q6833987,Michael Rothenstein,Reino Unido,54.6,-2.0,1908-03-19T00:00:00Z,Londres,51.50722,-0.1275,1993-07-06T00:00:00Z,
Miguel Angel Ferreira,,,,,,,,,,,
Miguel Bresciano,http://www.wikidata.org/entity/Q42388015,Miguel Bresciano,Uruguai,-33.0,-56.0,1937-11-08T00:00:00Z,Montevidéu,-34.90592,-56.19131,1977-01-01T00:00:00Z,
Miguel Ocampo,http://www.wikidata.org/entity/Q6014849,Miguel Ocampo,Argentina,-34.0,-64.0,1922-11-29T00:00:00Z,Buenos Aires,-34.599724,-58.381943,2015-11-24T00:00:00Z,La Cumbre
Milton Dacosta,http://www.wikidata.org/entity/Q10330114,Milton Dacosta,Brasil,-14.0,-53.0,1915-10-19T00:00:00Z,Niterói,-22.883333,-43.10361,1988-09-04T00:00:00Z,Rio de Janeiro
Mimmo Paladino,http://www.wikidata.org/entity/Q701592,Mimmo Paladino,Itália,42.5,12.5,1948-12-18T00:00:00Z,Paduli,41.16793,14.88688,,
Minna Citron,http://www.wikidata.org/entity/Q6867898,Minna Citron,Estados Unidos,39.828175,-98.5795,1896-10-15T00:00:00Z,Newark,40.735554,-74.172226,1991-12-21T00:00:00Z,Nova Iorque
Minoru Kawabata,http://www.wikidata.org/entity/Q6869274,Kawabata Minoru,Império do Japão,35.6825,139.75278,1911-05-22T00:00:00Z,Tóquio,35.683887,139.77444,2001-06-29T00:00:00Z,
Miodrag Djordjevic,http://www.wikidata.org/entity/Q137298511,Miodrag Djordjevic,Reino da Sérvia,44.810833,20.4625,1896-07-14T00:00:00Z,Brus,43.38361,21.033611,1943-06-08T00:00:00Z,Kruševac
Mira Schendel,http://www.wikidata.org/entity/Q1747401,Mira Schendel,Brasil,-14.0,-53.0,1919-06-07T00:00:00Z,Zurique,47.374443,8.541111,1988-07-24T00:00:00Z,São Paulo
Mirella Bentivoglio,http://www.wikidata.org/entity/Q3858815,Mirella Bentivoglio,Reino da Itália,41.9,12.5,1922-03-28T00:00:00Z,Klagenfurt,46.616665,14.3,2017-03-01T00:00:00Z,Roma
Mirian Cerqueira,,,,,,,,,,,
Mirtha Dermisache,http://www.wikidata.org/entity/Q19676912,Mirtha Dermisache,Argentina,-34.0,-64.0,1940-02-21T00:00:00Z,Buenos Aires,-34.599724,-58.381943,2012-01-05T00:00:00Z,Buenos Aires
Mitsuyoshi Kageyama,,,,,,,,,,,
Mladen Srbinović,http://www.wikidata.org/entity/Q11121715,Mladen Srbinović,Jugoslávia,44.82,20.4275,1925-11-29T00:00:00Z,Q3136908,41.7592,20.8764,2009-05-12T00:00:00Z,
Moacyr de Vicentis Rocha,,,,,,,,,,,
Modesto Cuixart,,,,,,,,,,,
Moema Cavalcanti,,,,,,,,,,,
Moisés Patrício,,,,,,,,,,,
Morris Graves,http://www.wikidata.org/entity/Q1693440,Morris Graves,Estados Unidos,39.828175,-98.5795,1910-08-28T00:00:00Z,Fox,44.6488,-119.144,2001-05-05T00:00:00Z,Loleta
Moshe Castel,http://www.wikidata.org/entity/Q737913,Moshe Castel,Império Otomano,41.0,29.0,1909-01-01T00:00:00Z,Jerusalém,31.778889,35.225555,1991-12-12T00:00:00Z,Tel Aviv
Moussia Pinto Alves,http://www.wikidata.org/entity/Q16940794,Moussia Pinto Alves,Brasil,-14.0,-53.0,1901-07-08T00:00:00Z,Sebastopol,44.605,33.5225,1986-01-01T00:00:00Z,
Mukata Takamura,,,,,,,,,,,
Márcia Pastore,,,,,,,,,,,
Márcia Rothstein,,,,,,,,,,,
Márcio Perigo,,,,,,,,,,,
Mário Bueno,,,,,,,,,,,
Mário Cravo Jr.,,,,,,,,,,,
Mário Gruber,http://www.wikidata.org/entity/Q10334443,Mário Gruber,Brasil,-14.0,-53.0,1927-05-31T00:00:00Z,Santos,-23.9336,-46.32864,2011-11-28T00:00:00Z,Cotia
Mário Zanini,,,,,,,,,,,
Míriam Chiaverini,,,,,,,,,,,
Mónica Mayer,http://www.wikidata.org/entity/Q6036210,Mónica Mayer,México,23.0,-102.0,1954-03-16T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Mónica Saucedo,http://www.wikidata.org/entity/Q59464001,Mónica Saucedo,México,23.0,-102.0,1966-01-01T00:00:00Z,Colima,19.242922,-103.72812,,
Mônica Nador,http://www.wikidata.org/entity/Q10334828,Mônica Nador,Brasil,-14.0,-53.0,1955-01-01T00:00:00Z,Ribeirão Preto,-21.177631,-47.810097,,
Nauer Spíndola,,,,,,,,,,,
Nazareno Rodrigues,,,,,,,,,,,
Nazareth Pacheco,http://www.wikidata.org/entity/Q95639734,Nazareth Pacheco,Brasil,-14.0,-53.0,1961-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Nelson Leirner,http://www.wikidata.org/entity/Q10336086,Nelson Leirner,Brasil,-14.0,-53.0,1932-01-16T00:00:00Z,São Paulo,-23.550394,-46.633945,2020-03-07T00:00:00Z,Rio de Janeiro
Nelson Ramos,http://www.wikidata.org/entity/Q2009577,Nelson Ramos,Colômbia,4.0,-73.25,1981-11-23T00:00:00Z,Popayán,2.4541667,-76.60917,,
Neuza Petti,,,,,,,,,,,
Newton Freitas de Andrade,,,,,,,,,,,
Nicola López,http://www.wikidata.org/entity/Q59137256,Nicola López,Estados Unidos,39.828175,-98.5795,1975-01-01T00:00:00Z,Santa Fé,35.666668,-105.96667,,
Nicolas Rubió,,,,,,,,,,,
Nicolas Vlavianos,http://www.wikidata.org/entity/Q9049941,Nicolas Vlavianos,Brasil,-14.0,-53.0,1929-01-01T00:00:00Z,Atenas,37.984165,23.728056,2022-06-25T00:00:00Z,
Nikos Kessanlis,http://www.wikidata.org/entity/Q43132446,Nikos,Grécia,38.5,23.0,1930-01-01T00:00:00Z,Salonica,40.640278,22.935556,2004-01-01T00:00:00Z,Atenas
Nilda Neves,,,,,,,,,,,
Nilson Seoane,http://www.wikidata.org/entity/Q23892861,Nilson Seoane,Brasil,-14.0,-53.0,1930-01-05T00:00:00Z,Santos,-23.9336,-46.32864,1987-05-19T00:00:00Z,
Nina Pandolfo,http://www.wikidata.org/entity/Q19798834,Nina Pandolfo,Brasil,-14.0,-53.0,1977-01-01T00:00:00Z,Tupã,-21.935,-50.51389,,
Nino Cais,,,,,,,,,,,
Niura Bellavinha,http://www.wikidata.org/entity/Q20048762,Niura Bellavinha,Brasil,-14.0,-53.0,1962-01-01T00:00:00Z,Belo Horizonte,-19.928055,-43.941944,,
Nivalda Assunção,,,,,,,,,,,
Norberto Stori,,,,,,,,,,,
Norha Beltran,,,,,,,,,,,
Norma Grinberg,http://www.wikidata.org/entity/Q101242705,Norma Grinberg,Bolívia,-17.05687,-64.99123,1951-01-01T00:00:00Z,Departamento de Cochabamba,-17.333334,-65.5,,
Noélia de Paula Sampaio,,,,,,,,,,,
Nury Iyem,,,,,,,,,,,
Octavio San Martin,,,,,,,,,,,
Odilla Mestriner,http://www.wikidata.org/entity/Q10340242,Odilla Mestriner,Brasil,-14.0,-53.0,1928-08-18T00:00:00Z,Ribeirão Preto,-21.177631,-47.810097,2009-02-10T00:00:00Z,
Olga Peczenko-Srzednicka,http://www.wikidata.org/entity/Q97168263,Olga Peczenko-Srzednicka,Polónia,52.0,19.0,1918-05-22T00:00:00Z,Vilnius,54.68722,25.28,1975-05-03T00:00:00Z,Cracóvia
Olimpiu Bandalac,,,,,,,,,,,
Olle Bærtling,http://www.wikidata.org/entity/Q1348015,Olle Baertling,Suécia,61.0,15.0,1911-12-06T00:00:00Z,Halmstad,56.673973,12.857278,1981-05-02T00:00:00Z,Estocolmo
Olney Kruse,,,,,,,,,,,
Omar Rayo,,,,,,,,,,,
Orlando Luiz,,,,,,,,,,,
Oscar Ferrando,http://www.wikidata.org/entity/Q42402855,Oscar Ferrando,Uruguai,-33.0,-56.0,1943-01-01T00:00:00Z,Montevidéu,-34.90592,-56.19131,,
Oscar Garcia Reino,,,,,,,,,,,
Oscar Gubiani,,,,,,,,,,,
"Oscar Jorge Caraballo , Clemente Padín",,,,,,,,,,,
Oscar Oiwa,http://www.wikidata.org/entity/Q3133118,Oscar Oiwa,Brasil,-14.0,-53.0,1965-08-11T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Osny Schauffert,,,,,,,,,,,
Osvaldo Carvalho,,,,,,,,,,,
Osvaldo Oliveira Cunha,,,,,,,,,,,
Oswaldo Goeldi,http://www.wikidata.org/entity/Q262696,Osvaldo Goeldi,Brasil,-14.0,-53.0,1895-10-31T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1961-02-16T00:00:00Z,Rio de Janeiro
Oswaldo Guayasamín,http://www.wikidata.org/entity/Q555200,Oswaldo Guayasamín,Colômbia,4.0,-73.25,1919-07-06T00:00:00Z,Quito,-0.22,-78.5125,1999-03-10T00:00:00Z,Baltimore
Oswaldo Takeshi Oyakawa,,,,,,,,,,,
Oton Gliha,http://www.wikidata.org/entity/Q7108990,Oton Gliha,Croácia,45.25,15.466667,1914-05-21T00:00:00Z,Črnomelj,45.57111,15.18889,1999-06-19T00:00:00Z,Zagreb
Otto Pankok,http://www.wikidata.org/entity/Q564128,Otto Pankok,Alemanha,51.0,10.0,1893-06-06T00:00:00Z,Mülheim,51.4275,6.8825,1966-10-10T00:00:00Z,Wesel
Ottone Rosai,http://www.wikidata.org/entity/Q719109,Ottone Rosai,Reino da Itália,41.9,12.5,1895-04-28T00:00:00Z,Florença,43.77139,11.254167,1957-05-13T00:00:00Z,Ivrea
Ottone Zorlini,http://www.wikidata.org/entity/Q10342526,Ottone Zorlini,Brasil,-14.0,-53.0,1891-09-20T00:00:00Z,Treviso,45.672222,12.242222,1967-06-06T00:00:00Z,
Otávio Araújo,,,,,,,,,,,
Otávio Roth,,,,,,,,,,,
Pablo Picasso,http://www.wikidata.org/entity/Q5593,Pablo Picasso,Espanha,40.2,-3.5,1881-10-25T00:00:00Z,Málaga,36.716667,-4.4166665,1973-04-08T00:00:00Z,Mas Notre-Dame-de-Vie de Mougins
Paolo Rissone,,,,,,,,,,,
Patricia Bentancur,http://www.wikidata.org/entity/Q1230957,Patricia Bentancur,Uruguai,-33.0,-56.0,1963-01-31T00:00:00Z,Montevidéu,-34.90592,-56.19131,,
Patricia Furlong,,,,,,,,,,,
Patricia Osses,,,,,,,,,,,
Paul Bedra,http://www.wikidata.org/entity/Q2058857,Paul Bedra,Alemanha,51.0,10.0,1912-04-09T00:00:00Z,Berlim,52.516666,13.383333,1998-05-17T00:00:00Z,Düsseldorf
Paul Klee,http://www.wikidata.org/entity/Q44007,Paul Klee,Reino da Prússia,53.0,14.0,1879-12-18T00:00:00Z,Münchenbuchsee,47.016388,7.45,1940-06-29T00:00:00Z,Muralto
Paulo Becker,,,,,,,,,,,
Paulo Bruscky,http://www.wikidata.org/entity/Q30937095,Paulo Bruscky,Brasil,-14.0,-53.0,1949-03-21T00:00:00Z,Recife,-8.053889,-34.880833,,
Paulo Cheida Sans,,,,,,,,,,,
Paulo Menten,,,,,,,,,,,
Paulo Rossi Osir,http://www.wikidata.org/entity/Q10346802,Paulo Rossi Osir,Brasil,-14.0,-53.0,1890-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,1959-01-01T00:00:00Z,
Paulo Wladimir,,,,,,,,,,,
